word,Anxious,Depressed,Happy,Introvert,Stable,bio_frequency,km_half_life_days,lognormal_half_life_days,lognormal_mu,lognormal_sigma,prev1,prev2,unique_users
estados,63.18915704956349,55.04864632503348,91.4053651559943,44.09112189443729,48.381333717592845,60.0,701.0,871.64,6.770378,2.823672,0.1305016221351631,0.1321075821981147,57.0
estamos,66.65394094635747,52.674518561259646,55.04572982866435,31.703428018705026,49.495332310342086,38.0,93.0,151.96,5.023629,2.421357,0.0783009732810978,0.3652386096065525,35.0
estar,62.838299108803895,43.40795366067831,86.91312569969303,18.826275654790127,47.54205013827162,73.0,105.0,116.9,4.761277,2.312096,0.1827022709892284,0.3030703356309691,68.0
estas,57.60109239100781,56.48087699032678,98.90224064332187,74.91321504904064,45.07085898013536,34.0,139.0,145.74,4.981792,1.904529,0.0522006488540652,0.1243365479511668,33.0
estate,33.92045606437112,34.58082840096106,78.48307623996313,68.73172124004189,88.33034488985727,2931.0,895.0,893.83,6.795518,2.179284,37.97597204133248,28.729513610966485,2317.0
estates,29.09178982242257,38.30774166206784,84.23676144099655,79.01157383684343,89.33159831804568,51.0,1156.0,732.32,6.596213,2.020867,0.3915048664054894,0.2564441301492816,41.0
este,63.30515555856236,50.40466906152192,85.22264265872226,27.15437885638404,42.74517578236095,152.0,239.0,261.86,5.567817,2.490058,0.417605190832522,0.4584910205699276,129.0
esteem,57.91834814192672,62.17643605702317,48.62943975032805,43.07069237093238,55.83160413892993,82.0,83.0,68.77,4.230811,2.060496,0.4698058396865873,0.2797572328901253,77.0
esther,59.35081279998033,46.46707933140878,42.872964802933616,42.8608165430392,39.20889374688529,41.0,218.0,230.58,5.440594,2.328909,0.3654045419784568,0.3419255068657088,35.0
esthetician,74.31255481746163,61.85986378456053,42.93925386461323,39.60365510565717,50.81790199167821,310.0,346.0,371.88,5.918584,2.083766,2.1010761163761265,5.027859157775309,214.0
estilo,36.20757682056875,40.097116061427805,83.24295401448444,22.830100768608517,55.97101022758879,42.0,538.0,644.43,6.46836,1.804328,0.1044012977081305,0.101023445210323,39.0
esto,60.11310650726922,49.77638884454111,78.91302065545807,33.170646099357555,35.54127364766132,56.0,144.0,178.94,5.187036,2.202407,0.1044012977081305,0.2331310274084378,56.0
estou,55.54125996070381,61.74333491410631,97.892477091299,11.750090831836108,20.457274135170184,52.0,122.0,124.16,4.821534,2.370579,0.0261003244270326,0.0854813767164272,49.0
estoy,72.53864070408085,52.458087068247885,79.34212614792108,44.03285452310403,40.35278921812492,145.0,124.0,169.18,5.130984,2.103526,0.4698058396865873,0.8315006644234281,136.0
estudante,34.439129835522564,45.26376248243534,86.96653591399487,46.40868759783921,20.37951076599188,112.0,522.0,437.41,6.080881,1.756695,0.0652508110675815,0.0932524109633751,101.0
estudiante,75.18733056914677,33.625595852555854,90.22824973044231,45.12902184643402,34.83056621907033,329.0,489.0,473.85,6.160895,2.035884,0.6916585973163646,0.3419255068657088,278.0
estudio,81.80040465208607,41.67044300743781,85.56951345648272,58.11560103321204,34.11878267427993,41.0,296.0,309.4,5.73465,2.549489,0.0261003244270326,0.0777103424694792,40.0
esu,49.11361151400803,43.07137135775634,42.44390375095139,39.12501220006619,38.19843086844369,54.0,249.0,294.03,5.683697,1.785661,0.7569094083839462,0.6527668767436258,39.0
et,44.99876552436054,44.674926004694704,57.21042008176006,57.18073633083963,53.03345433737289,1524.0,243.0,243.71,5.495986,2.168237,4.828560019001036,5.804962582470101,1224.0
eta,42.37151980139412,36.64201664842384,59.84611131677479,38.46727361664469,67.38935898881785,82.0,211.0,213.25,5.362473,1.699391,0.7960598950244951,0.3652386096065525,73.0
etc,43.92801897465054,51.19724999518298,54.68266692366236,65.17410719647833,49.96501241407387,6301.0,226.0,221.82,5.40185,1.91367,30.45907860634708,26.82561022046424,4930.0
eternal,45.86255980063499,49.7976584913536,57.488189246067925,63.85658413441546,58.80688075816797,669.0,243.0,238.54,5.474551,2.198601,5.402767156395754,4.165274356364089,593.0
eternally,45.53048237100956,51.75742112094346,48.56412595448559,64.55912862949202,46.79410723632105,167.0,230.0,209.63,5.345356,2.11587,0.99181232822724,1.2045103082769286,155.0
eternity,45.81030526045575,46.3293147589191,54.920762648915385,52.47988859201275,58.56483857951597,216.0,73.0,88.96,4.488201,2.066258,1.5399191411949251,1.064631691831866,168.0
